location,hour_of_day,day_of_week,crime_type,incident_count_last_24h,severity_score,is_hotspot
madison-eastend,13,1,other,0,0.0,0
carroll - camden industrial area,7,4,other,0,0.0,0
baltimore highlands,2,6,other,0,0.0,0
carrollton ridge,21,4,other,0,0.0,0
sandtown-winchester,21,3,other,0,0.0,0
dunbar-broadway,0,2,assault,0,0.0,1
unknown,13,3,other,10,0.4,0
evergreen lawn,21,2,other,0,0.0,0
woodberry,3,3,other,0,0.0,0
cedonia,18,0,other,0,0.0,0
downtown,21,3,other,1,0.0,0
unknown,20,3,other,10,0.4,0
unknown,14,5,other,3,0.0,0
unknown,16,6,other,5,0.4,0
remington,9,1,other,0,0.0,0
unknown,1,2,assault,3,0.4,1
unknown,12,0,other,4,0.0,0
easterwood,22,5,other,0,0.0,0
unknown,2,3,other,8,0.0,0
baltimore highlands,17,1,other,0,0.0,0
unknown,18,2,other,4,0.0,0
coldstream homestead montebello,15,0,assault,0,0.4,1
broening manor,21,2,other,0,0.0,0
mount vernon,17,4,other,1,0.0,0
broadway east,21,4,other,0,0.0,0
carrollton ridge,22,6,other,0,0.0,0
penn north,17,2,other,0,0.0,0
unknown,14,4,other,7,0.0,0
greenmount west,0,2,other,0,0.0,0
unknown,4,2,other,11,0.0,0
unknown,1,3,other,17,0.0,0
harlem park,23,2,other,0,0.0,0
unknown,23,0,other,13,0.4,0
carrollton ridge,19,3,other,0,0.0,0
saint josephs,3,4,other,0,0.0,0
sandtown-winchester,13,0,other,0,0.0,0
upton,2,3,other,2,0.0,0
armistead gardens,13,1,other,0,0.0,0
clifton park,21,4,other,0,0.4,0
unknown,7,4,other,8,0.0,0
penn north,16,2,other,0,0.0,0
unknown,22,2,other,6,0.0,0
downtown,12,5,other,1,0.0,0
waltherson,13,6,other,0,0.0,0
mcelderry park,16,3,other,1,0.0,0
bayview,1,0,other,0,0.4,0
reservoir hill,21,5,other,0,0.0,0
unknown,15,3,other,10,0.0,0
sandtown-winchester,18,5,other,1,0.0,0
reservoir hill,22,4,other,0,0.0,0
upton,22,0,other,1,0.0,0
washington village/pigtown,18,0,other,0,0.0,0
mid-govans,0,3,other,0,0.0,0
o'donnell heights,17,2,other,0,0.0,0
sandtown-winchester,23,0,other,2,0.0,0
belair-edison,17,3,other,0,0.0,0
panway/braddish avenue,15,1,other,0,0.0,0
arlington,20,4,assault,0,0.4,1
unknown,20,5,other,5,0.0,0
belair-edison,23,2,other,0,0.0,0
unknown,14,5,other,11,0.0,0
east baltimore midway,22,6,other,0,0.0,0
unknown,13,2,other,10,0.0,0
downtown,16,3,other,0,0.0,0
unknown,20,1,other,9,0.0,0
unknown,11,4,other,7,0.0,0
unknown,11,5,other,11,0.0,0
clifton park,23,1,other,0,0.0,0
harlem park,15,6,other,0,0.0,0
harlem park,3,6,other,0,0.0,0
unknown,14,6,other,4,0.0,0
clifton park,0,6,other,0,0.0,0
unknown,21,0,other,6,0.0,0
pulaski industrial area,8,0,other,2,0.4,0
coldstream homestead montebello,8,4,other,0,0.0,0
mcelderry park,17,2,other,1,0.0,0
brooklyn,0,4,other,0,0.0,0
unknown,12,2,other,20,0.0,0
hamilton hills,22,4,other,0,0.0,0
unknown,20,2,other,7,0.4,0
unknown,16,4,other,6,0.0,0
carroll park,5,0,other,0,0.0,0
cherry hill,22,3,other,1,0.0,0
unknown,6,4,other,9,0.0,0
sandtown-winchester,23,3,other,0,0.0,0
cherry hill,7,3,assault,0,0.4,1
broadway east,13,2,other,0,0.0,0
remington,7,4,assault,0,0.4,1
woodberry,9,5,other,0,0.0,0
unknown,22,4,other,13,0.0,0
barclay,18,0,other,0,0.0,0
unknown,4,5,assault,6,0.4,1
unknown,16,4,other,16,0.0,0
midtown-edmondson,16,2,other,0,0.0,0
mount holly,23,4,assault,0,0.4,1
unknown,14,3,other,8,0.0,0
cedonia,4,5,assault,0,0.4,1
downtown,10,0,other,1,0.4,0
westgate,1,4,other,0,0.0,0
unknown,8,3,assault,7,0.4,1
unknown,2,3,other,12,0.0,0
charles north,16,3,other,0,0.0,0
unknown,14,4,other,3,0.0,0
winchester,2,2,other,0,0.0,0
mcelderry park,8,2,other,0,0.0,0
unknown,16,3,other,3,0.4,0
unknown,2,4,other,3,0.0,0
unknown,12,2,other,8,0.0,0
unknown,3,6,assault,7,0.4,1
kernewood,16,0,assault,0,0.4,1
unknown,13,2,other,5,0.4,0
lucille park,23,5,other,0,0.0,0
brooklyn,15,1,other,2,0.0,0
unknown,18,5,other,7,0.0,0
unknown,0,1,other,4,0.0,0
federal hill,6,6,other,0,0.0,0
concerned citizens of forest park,0,0,other,0,0.0,0
carrollton ridge,1,3,other,0,0.0,0
downtown,16,1,other,2,0.0,0
coppin heights/ash-co-east,18,2,other,0,0.0,0
unknown,15,3,other,14,0.0,0
unknown,19,2,other,4,0.0,0
ramblewood,1,5,other,0,0.0,0
unknown,18,3,other,10,0.4,0
downtown,22,1,other,0,0.4,0
unknown,21,3,other,12,0.0,0
unknown,20,0,other,4,0.0,0
oliver,20,3,other,0,0.0,0
oldtown,8,3,other,0,0.0,0
west arlington,14,4,other,1,0.0,0
unknown,23,1,other,14,0.0,0
belair-edison,22,2,other,2,0.0,0
madison-eastend,5,2,other,0,0.0,0
university of maryland,22,2,other,0,0.0,0
unknown,13,3,other,8,0.0,0
unknown,14,4,other,2,0.0,0
unknown,1,5,other,7,0.4,0
clifton park,1,4,other,0,0.0,0
unknown,20,4,other,11,0.0,0
inner harbor,16,6,other,0,0.0,0
baltimore highlands,22,3,other,1,0.0,0
coldstream homestead montebello,16,3,other,0,0.0,0
brooklyn,8,6,other,0,0.0,0
unknown,15,2,other,8,0.0,0
unknown,13,3,other,8,0.4,0
lauraville,21,1,other,0,0.4,0
unknown,11,4,other,10,0.0,0
pen lucy,19,1,other,0,0.0,0
unknown,4,0,other,6,0.4,0
hampden,1,1,assault,0,0.4,1
unknown,14,5,other,9,0.4,0
cheswolde,20,0,other,0,0.0,0
unknown,17,4,other,8,0.0,0
graceland park,0,2,other,0,0.0,0
edmondson village,1,0,other,0,0.0,0
barclay,23,2,other,0,0.0,0
unknown,19,2,other,7,0.0,0
carroll - camden industrial area,23,0,other,0,0.0,0
unknown,0,4,other,12,0.0,0
unknown,20,4,other,15,0.0,0
unknown,0,5,other,8,0.0,0
unknown,15,5,other,3,0.0,0
woodbourne-mccabe,22,2,other,0,0.0,0
unknown,1,2,other,7,0.4,0
sandtown-winchester,13,0,other,1,0.0,0
midtown-edmondson,2,4,other,0,0.0,0
coldstream homestead montebello,1,1,other,0,0.0,0
unknown,3,2,other,7,0.0,0
druid heights,16,0,other,0,0.0,0
penn north,23,2,other,1,0.0,0
downtown,10,5,other,0,0.0,0
broadway east,22,3,other,0,0.0,0
central park heights,19,4,other,1,0.0,0
unknown,16,3,other,10,0.4,0
armistead gardens,8,5,other,1,0.0,0
east baltimore midway,4,0,other,0,0.5,0
woodmere,20,4,other,0,0.0,0
upton,17,0,other,0,0.0,0
unknown,5,3,other,10,0.0,0
unknown,7,1,other,6,0.0,0
downtown,5,4,other,0,0.4,0
east baltimore midway,4,1,other,0,0.0,0
reisterstown station,22,2,other,0,0.0,0
cherry hill,17,4,other,1,0.0,0
broadway east,16,1,other,0,0.0,0
brooklyn,15,1,other,0,0.0,0
broadway east,14,2,other,0,0.0,0
penrose/fayette street outreach,13,4,other,2,0.0,0
brooklyn,17,4,other,0,0.0,0
unknown,2,3,assault,2,0.4,1
homeland,15,6,other,0,0.0,0
unknown,16,3,other,9,0.4,0
upton,21,5,other,0,0.0,0
unknown,15,5,other,5,0.4,0
coldstream homestead montebello,16,0,other,1,0.0,0
unknown,9,1,other,10,0.0,0
unknown,22,3,other,11,0.0,0
union square,22,3,other,0,0.0,0
unknown,21,3,assault,7,0.4,1
gwynns falls,0,1,other,0,0.0,0
unknown,0,4,other,5,0.0,0
belair-edison,2,4,other,0,0.0,0
penn north,14,2,other,0,0.0,0
unknown,18,5,other,9,0.0,0
unknown,20,2,other,15,0.0,0
parkside,19,4,other,0,0.4,0
upton,4,2,other,0,0.4,0
belair-edison,22,1,other,0,0.5,0
downtown,5,5,assault,0,0.0,1
unknown,22,2,other,5,0.0,0
carrollton ridge,14,1,other,0,0.0,0
unknown,21,0,other,6,0.4,0
hamilton hills,3,3,other,1,0.0,0
east baltimore midway,16,6,other,2,0.0,0
unknown,1,0,other,4,0.0,0
belair-edison,19,2,other,1,0.0,0
morrell park,20,5,other,0,0.0,0
unknown,1,1,other,6,0.0,0
unknown,14,0,other,2,0.0,0
greektown,3,5,other,0,0.0,0
fells point,2,4,other,0,0.0,0
unknown,12,5,other,8,0.4,0
upton,10,4,other,0,0.0,0
morrell park,3,4,other,0,0.0,0
woodbourne-mccabe,23,5,other,1,0.0,0
unknown,1,2,other,7,0.0,0
unknown,11,2,other,12,0.4,0
unknown,14,5,other,6,0.0,0
baltimore highlands,18,2,other,1,0.0,0
patterson park neighborhood,2,5,other,0,0.0,0
canton,20,3,other,0,0.0,0
boyd-booth,20,1,other,0,0.0,0
unknown,14,3,other,7,0.4,0
unknown,23,3,other,13,0.0,0
remington,21,6,other,0,0.0,0
brooklyn,0,5,other,0,0.0,0
unknown,0,3,other,4,0.0,0
unknown,15,1,other,5,0.0,0
downtown,5,0,assault,2,0.4,1
north harford road,21,4,other,0,0.0,0
unknown,17,1,other,3,0.0,0
waverly,4,5,other,0,0.4,0
unknown,13,0,other,5,0.0,0
arlington,12,0,other,0,0.0,0
unknown,5,1,other,3,0.0,0
unknown,15,3,other,10,0.0,0
unknown,5,0,other,2,0.0,0
curtis bay,5,5,other,0,0.0,0
unknown,16,0,other,6,0.0,0
ellwood park/monument,15,1,other,0,0.0,0
new southwest/mount clare,16,0,other,0,0.0,0
unknown,16,4,other,11,0.0,0
unknown,13,3,other,8,0.0,0
beechfield,11,3,other,0,0.0,0
baltimore highlands,12,2,other,2,0.0,0
broening manor,11,6,other,0,0.0,0
guilford,2,2,assault,0,0.4,1
unknown,4,3,other,1,0.0,0
unknown,22,4,other,3,0.0,0
unknown,15,1,other,13,0.0,0
cherry hill,16,2,other,0,0.0,0
unknown,13,1,other,8,0.0,0
care,2,2,assault,0,0.4,1
stadium area,1,6,assault,0,0.4,1
unknown,22,1,other,9,0.0,0
allendale,22,1,other,0,0.0,0
pleasant view gardens,23,4,other,0,0.4,0
unknown,0,2,other,11,0.0,0
hamilton hills,20,1,other,0,0.0,0
unknown,22,6,other,4,0.0,0
charles north,5,1,assault,0,0.4,1
unknown,23,6,other,2,0.0,0
unknown,17,3,other,11,0.0,0
hollins market,17,2,other,0,0.0,0
allendale,3,4,other,1,0.0,0
middle east,23,0,other,0,0.0,0
panway/braddish avenue,15,2,other,1,0.0,0
millhill,13,2,other,2,0.0,0
brooklyn,23,5,other,0,0.0,0
unknown,16,3,other,12,0.0,0
unknown,18,3,other,6,0.4,0
central park heights,16,4,other,3,0.0,0
unknown,23,1,other,12,0.4,0
kenilworth park,19,4,other,0,0.0,0
hamilton hills,17,2,other,0,0.4,0
unknown,2,3,other,9,0.0,0
unknown,23,6,other,3,0.0,0
care,20,6,other,0,0.4,0
cherry hill,2,6,other,0,0.0,0
baltimore highlands,0,2,other,2,0.0,0
unknown,6,4,other,3,0.0,0
unknown,20,1,other,10,0.0,0
unknown,2,0,other,4,0.4,0
patterson park neighborhood,17,4,other,1,0.4,0
east baltimore midway,20,2,other,0,0.0,0
unknown,23,4,other,14,0.0,0
saint josephs,5,1,other,0,0.0,0
baltimore highlands,21,1,other,0,0.0,0
westgate,17,6,assault,0,0.4,1
unknown,11,2,other,9,0.0,0
unknown,12,5,other,13,0.0,0
unknown,19,0,other,1,0.0,0
north harford road,21,2,other,0,0.0,0
unknown,19,3,other,7,0.0,0
unknown,22,0,other,3,0.4,0
unknown,14,3,other,8,0.0,0
baltimore highlands,14,0,other,0,0.0,0
lakeland,7,5,assault,0,0.4,1
millhill,21,0,other,0,0.0,0
unknown,9,4,other,7,0.0,0
mid-govans,6,0,other,1,0.0,0
east baltimore midway,17,0,other,0,0.0,0
morrell park,22,0,other,0,0.0,0
unknown,21,3,other,6,0.0,0
upton,16,5,other,0,0.0,0
carrollton ridge,1,4,other,0,0.0,0
unknown,0,1,other,11,0.0,0
arlington,1,5,other,0,0.0,0
east baltimore midway,5,1,other,0,0.5,0
orangeville,1,4,other,0,0.0,0
poppleton,19,3,other,1,0.0,0
broadway east,18,3,other,1,0.0,0
ellwood park/monument,6,3,other,0,0.0,0
unknown,2,5,other,8,0.0,0
unknown,13,0,other,7,0.0,0
unknown,16,3,other,11,0.4,0
unknown,9,2,other,11,0.0,0
mondawmin,13,2,other,1,0.5,0
unknown,10,5,other,9,0.0,0
unknown,12,2,other,12,0.0,0
unknown,0,1,other,9,0.0,0
unknown,2,1,other,7,0.0,0
unknown,23,3,other,7,0.0,0
coldstream homestead montebello,22,1,other,0,0.0,0
unknown,16,4,other,7,0.0,0
gay street,21,3,other,0,0.0,0
broadway east,2,0,other,0,0.0,0
mondawmin,18,4,other,0,0.0,0
unknown,5,4,other,13,0.4,0
east baltimore midway,2,3,other,0,0.0,0
oldtown,0,4,other,0,0.0,0
waverly,1,2,other,0,0.0,0
oldtown,2,4,other,0,0.0,0
mondawmin,15,3,other,0,0.0,0
woodmere,5,3,other,0,0.4,0
unknown,13,1,other,7,0.0,0
lauraville,2,1,other,0,0.0,0
east baltimore midway,21,4,other,0,0.0,0
penn north,8,2,other,0,0.0,0
unknown,6,1,other,4,0.0,0
unknown,5,0,other,2,0.0,0
unknown,2,2,other,3,0.0,0
unknown,6,3,other,10,0.0,0
homeland,21,5,other,0,0.0,0
carrollton ridge,13,3,other,0,0.0,0
cherry hill,1,6,other,0,0.0,0
oliver,12,5,other,0,0.0,0
irvington,14,2,other,0,0.4,0
old goucher,5,3,other,0,0.0,0
mcelderry park,15,1,other,0,0.0,0
unknown,16,2,other,6,0.0,0
lakeland,4,5,other,0,0.4,0
unknown,10,6,other,7,0.0,0
brooklyn,15,0,other,1,0.0,0
carrollton ridge,14,5,other,0,0.0,0
unknown,21,2,other,3,0.4,0
unknown,20,4,other,7,0.0,0
madison-eastend,22,6,other,1,0.0,0
sandtown-winchester,21,2,assault,0,0.4,1
brooklyn,1,1,other,1,0.0,0
ellwood park/monument,3,5,other,0,0.4,0
walbrook,10,5,other,0,0.0,0
unknown,21,1,other,5,0.4,0
harlem park,13,2,other,1,0.0,0
upton,20,1,other,0,0.0,0
belair-edison,21,0,other,0,0.0,0
unknown,18,6,other,6,0.4,0
unknown,9,2,other,5,0.0,0
barclay,0,1,other,0,0.0,0
unknown,16,4,other,3,0.0,0
coldstream homestead montebello,4,5,other,0,0.4,0
unknown,5,5,other,6,0.0,0
unknown,17,0,other,6,0.0,0
frankford,14,1,other,0,0.0,0
carroll - camden industrial area,16,0,other,0,0.0,0
unknown,16,0,other,10,0.0,0
unknown,13,2,other,4,0.0,0
unknown,0,1,other,19,0.0,0
frankford,16,0,other,0,0.0,0
unknown,15,3,other,9,0.0,0
downtown,19,5,other,0,0.0,0
unknown,23,6,other,3,0.4,0
beechfield,16,4,assault,0,0.4,1
unknown,2,6,other,4,0.0,0
seton hill,21,0,other,0,0.5,0
carrollton ridge,4,6,other,0,0.0,0
unknown,16,0,other,2,0.4,0
unknown,19,1,other,6,0.0,0
remington,19,3,other,0,0.0,0
central park heights,21,0,other,0,0.0,0
carrollton ridge,5,2,other,0,0.0,0
locust point,23,3,other,0,0.0,0
ellwood park/monument,18,3,other,2,0.0,0
unknown,11,3,other,4,0.0,0
sandtown-winchester,22,6,other,2,0.0,0
reservoir hill,19,1,other,1,0.0,0
unknown,14,4,other,3,0.0,0
unknown,21,1,other,9,0.4,0
carrollton ridge,23,1,other,0,0.0,0
oliver,7,5,other,0,0.0,0
unknown,14,3,other,9,0.0,0
oldtown,23,3,other,1,0.0,0
charles north,14,2,other,0,0.0,0
upton,17,4,other,0,0.0,0
unknown,18,2,other,9,0.0,0
unknown,0,5,other,5,0.0,0
unknown,23,2,other,12,0.4,0
glenham-belhar,23,6,assault,0,0.0,1
south baltimore,21,4,other,0,0.0,0
unknown,21,5,other,1,0.0,0
unknown,0,1,assault,5,0.4,1
o'donnell heights,2,2,other,0,0.0,0
unknown,19,5,other,6,0.4,0
unknown,22,3,other,12,0.0,0
unknown,1,6,other,10,0.0,0
unknown,23,1,other,11,0.0,0
unknown,22,2,other,6,0.5,0
east baltimore midway,19,2,other,0,0.0,0
south clifton park,20,1,other,1,0.0,0
brooklyn,13,1,other,0,0.0,0
coppin heights/ash-co-east,11,2,other,1,0.0,0
unknown,15,3,other,10,0.0,0
cameron village,8,1,other,0,0.0,0
park circle,0,5,other,0,0.0,0
brooklyn,23,2,assault,0,0.4,1
reservoir hill,4,6,other,0,0.0,0
unknown,21,2,other,8,0.0,0
unknown,10,1,other,11,0.0,0
unknown,23,2,other,7,0.0,0
unknown,11,1,other,5,0.4,0
downtown,2,5,assault,0,0.4,1
unknown,0,5,other,7,0.0,0
druid heights,7,6,other,0,0.0,0
unknown,23,2,other,7,0.4,0
mondawmin,18,1,other,0,0.0,0
unknown,12,6,other,7,0.0,0
sandtown-winchester,20,2,other,2,0.0,0
unknown,20,0,other,9,0.4,0
new southwest/mount clare,16,3,other,0,0.0,0
arlington,21,4,other,0,0.0,0
parkview/woodbrook,14,3,other,0,0.0,0
unknown,6,4,other,7,0.0,0
unknown,5,4,other,5,0.0,0
barclay,7,2,assault,0,0.0,1
unknown,23,1,other,7,0.4,0
lauraville,2,5,other,0,0.4,0
highlandtown,21,3,other,0,0.0,0
pulaski industrial area,17,3,other,0,0.0,0
unknown,23,6,other,2,0.0,0
belair-edison,7,6,other,1,0.4,0
upton,23,3,other,0,0.0,0
coldstream homestead montebello,3,0,other,0,0.4,0
unknown,19,3,other,5,0.0,0
upper fells point,17,5,other,0,0.4,0
unknown,6,1,other,4,0.0,0
mount vernon,22,2,other,4,0.0,0
belair-edison,11,3,other,0,0.0,0
downtown west,4,4,other,0,0.4,0
unknown,13,4,other,8,0.4,0
unknown,16,1,other,3,0.4,0
unknown,18,2,other,4,0.0,0
unknown,4,1,assault,8,0.4,1
unknown,14,4,other,7,0.0,0
unknown,20,5,other,2,0.4,0
unknown,21,3,other,9,0.0,0
unknown,2,3,other,7,0.0,0
unknown,12,4,other,1,0.0,0
new northwood,5,5,other,0,0.0,0
unknown,19,1,other,6,0.0,0
westfield,4,1,other,0,0.0,0
franklintown road,18,1,other,0,0.0,0
south clifton park,12,3,other,1,0.0,0
carrollton ridge,14,3,other,0,0.0,0
unknown,0,3,other,8,0.0,0
ashburton,1,2,other,0,0.0,0
butcher's hill,6,5,other,0,0.0,0
unknown,22,1,other,10,0.4,0
unknown,13,4,other,13,0.0,0
evergreen,5,4,other,0,0.0,0
unknown,5,5,other,7,0.4,0
unknown,17,4,other,14,0.0,0
charles north,22,1,other,0,0.0,0
park circle,17,1,other,0,0.0,0
unknown,2,2,other,8,0.4,0
unknown,14,5,other,8,0.0,0
sandtown-winchester,3,4,other,0,0.0,0
frankford,2,3,assault,0,0.4,1
unknown,15,5,other,6,0.0,0
unknown,4,6,other,8,0.0,0
central park heights,5,3,assault,0,0.4,1
unknown,13,2,other,7,0.4,0
unknown,16,6,other,1,0.0,0
perkins homes,23,1,other,0,0.0,0
unknown,19,3,other,9,0.0,0
unknown,20,5,other,7,0.0,0
unknown,1,3,other,5,0.0,0
unknown,5,0,other,2,0.0,0
unknown,9,6,other,2,0.0,0
unknown,15,1,other,14,0.0,0
otterbein,19,6,other,0,0.0,0
unknown,14,4,other,4,0.0,0
unknown,14,4,other,10,0.0,0
downtown,4,6,other,0,0.0,0
milton-montford,2,0,property,2,0.0,0
arlington,4,3,other,0,0.0,0
unknown,7,2,other,12,0.0,0
unknown,18,3,other,3,0.0,0
unknown,17,2,other,9,0.4,0
unknown,17,6,other,4,0.0,0
unknown,6,6,other,4,0.0,0
unknown,18,2,other,9,0.0,0
sandtown-winchester,17,1,other,1,0.0,0
allendale,21,3,other,0,0.0,0
unknown,14,4,other,5,0.0,0
broadway east,19,4,other,0,0.0,0
coppin heights/ash-co-east,5,5,other,0,0.0,0
unknown,0,0,other,4,0.4,0
penn north,20,3,other,0,0.0,0
middle east,6,5,assault,0,0.4,1
sandtown-winchester,18,4,other,1,0.0,0
downtown,6,6,other,1,0.0,0
glen,18,1,other,0,0.0,0
unknown,19,0,other,7,0.4,0
unknown,21,2,other,1,0.4,0
unknown,23,4,other,12,0.0,0
unknown,16,4,other,6,0.4,0
unknown,13,2,other,8,0.4,0
dorchester,7,0,other,0,0.4,0
reservoir hill,14,1,other,0,0.0,0
pulaski industrial area,7,5,other,0,0.0,0
walbrook,18,4,other,0,0.0,0
downtown,7,6,other,1,0.0,0
biddle street,0,2,other,0,0.0,0
old goucher,19,3,other,0,0.0,0
unknown,17,0,assault,4,0.4,1
unknown,13,4,other,3,0.4,0
liberty square,21,1,other,0,0.0,0
penrose/fayette street outreach,9,2,other,0,0.0,0
allendale,20,5,other,0,0.4,0
unknown,1,2,other,5,0.0,0
unknown,1,6,other,5,0.4,0
butcher's hill,12,4,other,1,0.0,0
unknown,19,1,other,14,0.4,0
unknown,5,3,other,12,0.0,0
brooklyn,3,2,other,1,0.0,0
unknown,17,2,other,7,0.0,0
bayview,18,1,other,2,0.0,0
unknown,13,2,other,11,0.0,0
arlington,21,3,other,0,0.0,0
unknown,3,5,other,8,0.0,0
unknown,6,6,other,3,0.0,0
unknown,18,1,other,11,0.0,0
unknown,11,6,other,4,0.4,0
unknown,3,1,other,13,0.4,0
unknown,11,6,other,5,0.0,0
patterson park neighborhood,8,2,assault,1,0.0,1
woodmere,7,5,other,0,0.0,0
penrose/fayette street outreach,18,4,other,3,0.0,0
unknown,22,3,other,7,0.0,0
hollins market,15,3,other,0,0.0,0
loch raven,19,1,other,0,0.0,0
mcelderry park,23,0,other,0,0.0,0
east baltimore midway,23,2,other,0,0.0,0
hillen,20,3,other,0,0.0,0
unknown,4,2,other,5,0.0,0
franklin square,0,3,other,0,0.0,0
madison-eastend,19,2,other,0,0.0,0
unknown,0,2,other,3,0.0,0
violetville,4,5,other,0,0.0,0
o'donnell heights,17,1,other,0,0.5,0
woodmere,0,3,other,0,0.0,0
unknown,18,0,other,15,0.0,0
dolfield,23,4,other,0,0.0,0
levindale,3,1,other,0,0.0,0
unknown,7,3,other,4,0.4,0
unknown,1,4,other,17,0.4,0
east baltimore midway,14,3,other,0,0.0,0
unknown,15,2,other,8,0.4,0
unknown,18,3,other,7,0.0,0
unknown,13,1,other,5,0.0,0
unknown,15,1,assault,3,0.4,1
unknown,15,0,other,4,0.0,0
unknown,14,0,other,12,0.0,0
coldstream homestead montebello,17,1,other,0,0.0,0
midtown-edmondson,12,6,other,0,0.0,0
unknown,3,2,other,5,0.0,0
downtown west,18,5,other,0,0.0,0
unknown,1,6,other,2,0.0,0
arlington,5,2,other,0,0.0,0
fairfield area,13,5,other,0,0.0,0
new northwood,21,6,other,0,0.0,0
unknown,21,1,other,6,0.4,0
unknown,15,0,other,4,0.0,0
unknown,22,2,other,18,0.0,0
penn north,14,0,other,0,0.0,0
unknown,8,5,other,12,0.0,0
unknown,13,2,other,6,0.0,0
unknown,14,6,other,3,0.0,0
unknown,5,1,other,7,0.0,0
unknown,3,3,other,6,0.0,0
unknown,22,1,other,11,0.4,0
unknown,15,6,other,3,0.4,0
upper fells point,22,0,other,0,0.0,0
woodmere,6,3,other,0,0.0,0
unknown,20,0,assault,5,0.4,1
broadway east,12,5,other,0,0.0,0
unknown,21,2,other,1,0.4,0
unknown,15,3,other,10,0.0,0
westfield,8,6,other,0,0.0,0
oliver,17,3,other,2,0.0,0
walbrook,0,4,other,1,0.0,0
towanda-grantley,20,1,other,1,0.0,0
downtown,4,4,other,0,0.5,0
carrollton ridge,12,6,other,0,0.0,0
cherry hill,1,5,other,0,0.0,0
unknown,23,2,other,9,0.4,0
belair-edison,16,4,other,2,0.5,0
allendale,22,2,other,0,0.0,0
unknown,13,0,other,5,0.0,0
milton-montford,18,5,other,0,0.0,0
franklin square,7,6,other,0,0.4,0
unknown,3,3,other,9,0.0,0
berea,1,3,assault,0,0.4,1
ednor gardens-lakeside,22,6,other,0,0.0,0
upton,19,4,other,0,0.0,0
unknown,3,6,other,8,0.4,0
unknown,19,1,other,7,0.0,0
inner harbor,22,1,other,0,0.0,0
armistead gardens,7,0,other,0,0.0,0
shipley hill,15,3,other,0,0.0,0
belair-edison,9,5,assault,0,0.4,1
unknown,23,2,other,9,0.0,0
upton,2,3,other,0,0.0,0
unknown,5,3,other,10,0.4,0
unknown,14,3,assault,9,0.4,1
graceland park,7,5,other,0,0.4,0
brooklyn,15,1,other,1,0.0,0
upton,22,6,other,0,0.4,0
cherry hill,22,6,other,1,0.0,0
berea,23,2,assault,0,0.0,1
upton,14,4,other,0,0.0,0
unknown,18,2,other,9,0.0,0
unknown,18,3,other,10,0.5,0
morrell park,21,5,other,0,0.4,0
loch raven,21,3,assault,0,0.0,1
belair-edison,17,1,other,1,0.0,0
barclay,16,4,other,0,0.0,0
unknown,4,6,other,8,0.0,0
rosemont homeowners/tenants,6,5,assault,0,0.4,1
unknown,16,0,other,6,0.0,0
curtis bay,1,3,other,0,0.0,0
unknown,3,2,other,10,0.0,0
waltherson,22,4,other,0,0.0,0
sandtown-winchester,8,1,other,1,0.0,0
unknown,15,3,other,9,0.0,0
unknown,3,4,other,5,0.0,0
unknown,1,2,other,9,0.0,0
unknown,8,5,other,4,0.0,0
greenspring,2,1,other,0,0.0,0
unknown,1,4,other,11,0.0,0
rosemont homeowners/tenants,10,3,other,0,0.0,0
unknown,1,1,other,7,0.4,0
cherry hill,4,1,other,0,0.0,0
new northwood,23,5,other,0,0.0,0
south clifton park,23,4,other,0,0.0,0
central park heights,17,2,other,0,0.0,0
central park heights,15,2,other,0,0.0,0
poppleton,2,2,other,0,0.0,0
brooklyn,23,4,other,1,0.0,0
unknown,12,4,other,11,0.0,0
unknown,18,4,other,6,0.4,0
unknown,15,1,other,7,0.0,0
unknown,18,2,other,4,0.0,0
stonewood-pentwood-winston,20,2,other,0,0.0,0
barclay,15,2,other,0,0.0,0
unknown,13,0,other,13,0.0,0
unknown,14,0,other,1,0.0,0
unknown,16,2,other,17,0.4,0
unknown,22,6,other,1,0.0,0
sandtown-winchester,21,3,other,1,0.0,0
unknown,20,3,other,3,0.4,0
unknown,17,3,other,5,0.0,0
unknown,2,3,other,7,0.0,0
unknown,14,1,other,7,0.0,0
unknown,18,4,other,4,0.0,0
baltimore highlands,3,3,other,0,0.0,0
sandtown-winchester,23,6,other,1,0.5,0
poppleton,16,2,other,1,0.0,0
unknown,11,3,other,13,0.0,0
park circle,2,1,other,0,0.0,0
penn north,21,4,other,1,0.0,0
mount vernon,16,2,other,0,0.0,0
unknown,12,4,other,7,0.0,0
unknown,15,4,other,8,0.0,0
unknown,17,6,other,2,0.4,0
unknown,4,0,other,2,0.0,0
unknown,4,5,other,16,0.0,0
unknown,22,5,other,2,0.4,0
unknown,14,4,other,12,0.4,0
unknown,22,0,other,7,0.0,0
unknown,3,0,other,5,0.4,0
upper fells point,6,6,other,0,0.0,0
milton-montford,20,4,other,1,0.4,0
unknown,6,2,other,10,0.0,0
unknown,15,2,other,14,0.0,0
unknown,9,3,assault,15,0.4,1
unknown,5,0,other,5,0.0,0
upton,20,0,other,1,0.0,0
unknown,1,6,other,7,0.0,0
washington village/pigtown,21,4,other,0,0.0,0
unknown,8,2,other,15,0.4,0
oliver,20,4,other,0,0.0,0
pimlico good neighbors,15,5,other,0,0.4,0
cylburn,3,3,other,0,0.4,0
carroll - camden industrial area,20,4,other,0,0.0,0
